Hour,Temperature,Load
6,69.72,874839
7,69.2,1044420
8,69.96,1069100
9,72.68,1075508
10,75.8,1161502
11,78.52,1281297
12,80.84,1413000
13,82.4,1556719
14,83.4,1694048
15,84.48,1822885
16,84.96,1922979
17,84.92,1995750
18,84.2,2026337
19,82.28,1972139
20,79.08,1857807
21,77.2,1811356
22,75.48,1634268
23,74.76,1408638
24,73.96,1189127
1,73.52,1024339
2,72.72,927545
3,71.88,869972
4,70.88,836535
5,70.44,831815
6,70.52,903893
7,70.24,1078438
8,71.08,1101677
9,73.96,1104134
10,77.8,1205798
11,80.84,1353276
12,82.6,1511954
13,84.08,1669890
14,84.92,1795757
15,85.68,1888443
16,86,1980124
17,85.28,2036022
18,83.72,2052538
19,82.04,1985986
20,79.24,1867459
21,77.52,1842722
22,76.2,1666669
23,75.16,1442426
24,73.88,1213822
1,73.28,1044092
2,72.28,944132
3,71.36,883545
4,70.64,848783
5,70.16,834372
6,69.72,908097
7,69.32,1075624
8,69.8,1096955
9,72.24,1093873
10,75.8,1174781
11,78.72,1297084
12,80.92,1437844
13,82.68,1578588
14,83.56,1704003
15,84.24,1805291
16,84.52,1889541
17,84.12,1951354
18,82.96,1965014
19,80.8,1901592
20,77.68,1783780
21,75.72,1752665
22,74.52,1581820
23,73.16,1364999
24,71.76,1146625
1,70.92,976152
2,69.64,874555
3,68.6,816786
4,67.84,781018
5,67.36,773247
6,67.04,846665
7,66.48,1013265
8,67.08,1035670
9,71.32,1033995
10,75.84,1125073
11,79.44,1259441
12,81.92,1419738
13,83.56,1592990
14,84.72,1754184
15,85.68,1884613
16,85.96,1986142
17,85.8,2042044
18,84.52,2042178
19,82.04,1952001
20,78.64,1793514
21,76.6,1724670
22,75.48,1563699
23,74.32,1393432
24,73.16,1213541
1,72.24,1052247
2,71.68,947558
3,71.52,886853
4,70.76,846047
5,70.44,826111
6,70.12,841000
7,69.56,884463
8,70.56,950928
9,73.84,1097229
10,77.88,1284015
11,81.16,1479925
12,83.64,1678056
13,85.36,1854422
14,86.28,1977721
15,86.48,2061786
16,85.52,2101324
17,84.52,2111023
18,83,2067602
19,81.48,1952808
20,79.2,1824157
21,77.2,1755168
22,75.96,1599545
23,75.16,1420842
24,74.32,1257087
1,73.32,1100291
2,73.08,991523
3,72.48,917222
4,72,874764
5,71.64,851638
6,71.52,854693
7,71.2,885572
8,71.92,952125
9,75.68,1122010
10,79.44,1335106
11,82.56,1532095
12,84.84,1721257
13,86.08,1910766
14,87.16,2057822
15,87.28,2140536
16,86.92,2101548
17,86.48,2083893
18,85.08,2138684
19,83.04,2065907
20,79.92,1947224
21,78.32,1922297
22,76.96,1727134
23,76.08,1484245
24,74.96,1256123
1,73.96,1082488
2,73.2,979893
3,72.4,911966
4,72.2,876539
5,71.64,868740
6,71.4,937304
7,70.84,1096728
8,71.36,1129009
9,74.64,1144540
10,79.4,1269445
11,82.52,1438851
12,84.72,1626675
13,86.2,1807101
14,87.04,1940253
15,87.48,2031750
16,87.52,2053841
17,87.24,2082236
18,86.32,2082053
19,83.72,2040312
20,80.36,2001651
21,78.12,1953955
22,76.92,1738755
23,76.08,1500913
24,75.16,1274258
1,74.4,1100266
2,73.6,998640
3,72.96,929060
4,72.32,890415
5,72.08,879273
6,71.68,950368
7,71.52,1116696
8,72.12,1150804
9,74.48,1156911
10,77.6,1247317
11,81,1386051
12,83.56,1565091
13,85.36,1730468
14,86.52,1861868
15,86.68,1957678
16,86.84,2028004
17,85.88,2083098
18,84.84,2091322
19,82.4,2011932
20,80.12,1921757
21,78.4,1882592
22,77.04,1697032
23,76.32,1469181
24,75.76,1254392
1,75.28,1097048
2,74.64,1014679
3,74.08,968961
4,74,945357
5,73.96,945442
6,73.6,1027751
7,73.2,1192615
8,73.68,1225530
9,75.44,1218370
10,78.24,1308051
11,80.32,1418635
12,82.36,1539412
13,84.08,1659122
14,84.8,1774709
15,84.84,1877101
16,85.24,1936311
17,85.04,1978180
18,83.88,1992272
19,81,1924219
20,78.2,1809404
21,76.12,1764219
22,74.8,1571093
23,73.68,1344043
24,72.68,1116264
1,71.24,949251
2,69.96,858465
3,68.48,801465
4,67.84,770393
5,67.2,767145
6,66.04,841961
7,65.12,1004631
8,65.68,1025522
9,69.44,1011823
10,74.32,1079315
11,77.92,1189478
12,81.12,1341554
13,82.92,1516050
14,84.84,1687551
15,86.28,1833181
16,86.68,1949426
17,86.8,2025748
18,85.84,2037343
19,83.04,1953623
20,78.56,1817791
21,75.36,1746608
22,73.28,1547119
23,72.36,1316735
24,71.04,1092323
1,70.16,928767
2,68.96,837285
3,68,782799
4,67.84,757257
5,67.32,758260
6,67.16,836410
7,67,1006474
8,67.56,1038827
9,71.96,1038666
10,77.32,1119008
11,81.04,1247336
12,83.36,1402536
13,85.44,1585324
14,86.8,1759178
15,87.32,1896668
16,87.32,1994526
17,87,1989904
18,85.84,1976109
19,83.04,1942793
20,80.28,1826472
21,78.12,1762645
22,77.24,1610148
23,76.08,1455752
24,75.28,1286859
1,74.4,1135352
2,73.28,1045402
3,72.76,986425
4,72.36,948394
5,72.16,929546
6,71.92,947575
7,71.72,1001344
8,72.32,1073678
9,74.92,1209877
10,78.72,1405893
11,81.24,1599018
12,83.48,1775492
13,85.68,1922981
14,86.8,2036488
15,86.96,2119106
16,87.52,2150097
17,85.8,2136339
18,84.16,2064038
19,82.6,1936664
20,80.92,1855695
21,79.56,1806920
22,78.08,1660694
23,77.88,1503372
24,77.44,1341994
1,76.6,1191592
2,76.68,1095715
3,76.36,1034308
4,75.88,990777
5,76,966912
6,75.8,969461
7,75.48,1005577
8,75.64,1081006
9,78.52,1265209
10,81.56,1495063
11,83.44,1680077
12,85.68,1831896
13,86.12,1945622
14,87.04,2001197
15,86.64,1968506
16,86.4,1977608
17,84.72,2028332
18,84,1981454
19,82.04,1890692
20,80.08,1848872
21,78.96,1814086
22,78.44,1645573
23,77.92,1449044
24,77.2,1249290
1,76.52,1092965
2,76,1006884
3,75.56,959508
4,75.4,932882
5,74.68,930146
6,74.36,1010605
7,74.56,1179681
8,74.92,1215919
9,77.08,1222407
10,80.28,1322801
11,82.24,1474258
12,84.48,1644758
13,85.76,1802923
14,86.96,1922696
15,86.72,1997221
16,87.12,2062642
17,86.32,2038461
18,85.08,2027762
19,82.92,2030888
20,81.32,1998596
21,79.84,1937171
22,78.92,1745436
23,78.36,1529557
24,77.28,1316760
1,76.8,1156806
2,75.96,1072736
3,75.56,1029440
4,75.32,999335
5,75.08,998003
6,74.72,1071309
7,74.48,1239527
8,74.68,1279714
9,75.64,1245341
10,77.76,1298677
11,80,1403516
12,81.36,1496539
13,82.76,1561429
14,84.24,1659085
15,84.64,1744299
16,84.44,1812791
17,84.32,1860264
18,83.68,1887634
19,82.04,1865430
20,79.4,1834878
21,77.56,1795132
22,76.4,1622876
23,75.28,1411564
24,74.56,1208339
1,74.28,1052931
2,73.52,968310
3,72.96,917898
4,72.48,888689
5,72.56,888188
6,72,967373
7,71.68,1131618
8,72.28,1162828
9,75.28,1160846
10,78.96,1279733
11,81.88,1442678
12,84.2,1629112
13,85.68,1798679
14,86.76,1932732
15,87.2,1976690
16,86.88,2021298
17,86.96,2055173
18,85,2084804
19,82.96,2096184
20,80.68,2032821
21,79.4,1969830
22,78.4,1776977
23,77.32,1546038
24,76.52,1327009
1,75.76,1159215
2,75.2,1065296
3,74.76,1004157
4,74.24,964324
5,73.92,960950
6,73.76,1035537
7,73.64,1208381
8,73.92,1242779
9,76.76,1247203
10,80.04,1357363
11,82.4,1508215
12,83.92,1667850
13,85.48,1817229
14,85.28,1887616
15,84.28,1836088
16,81.96,1770801
17,79.48,1703310
18,78.36,1681623
19,75.92,1641263
20,75.24,1635377
21,74.4,1573670
22,72.72,1435382
23,72.24,1263539
24,71.92,1102316
1,71.52,959690
2,71.44,886241
3,70.92,842178
4,70.8,820386
5,70.76,821646
6,70.84,903261
7,70.96,1083815
8,71.4,1126198
9,73.08,1115726
10,75.36,1191568
11,77.32,1298015
12,79.2,1429013
13,80.2,1543069
14,81.04,1633141
15,80.64,1699565
16,81.64,1745046
17,80.2,1764239
18,79.4,1739009
19,77.92,1665143
20,76.48,1611321
21,75.52,1567671
22,75.16,1442638
23,74.48,1304595
24,73.8,1155739
1,73.2,1013614
2,72.88,918714
3,72.6,865416
4,72.32,835116
5,71.96,822601
6,72.08,842735
7,71.84,898304
8,72.4,976087
9,73.88,1109904
10,76.44,1282881
11,79.76,1401889
12,81.28,1541120
13,82.52,1652208
14,83.6,1751577
15,83.92,1827833
16,84,1893119
17,83.76,1951142
18,83.52,1957604
19,81.64,1871465
20,78.68,1774175
21,77.56,1708909
22,76.84,1552469
23,76.4,1392986
24,75.72,1241338
1,75.4,1095110
2,75.04,996385
3,74.6,935554
4,74.2,898757
5,73.96,880351
6,73.48,882752
7,73.12,918587
8,73.36,986677
9,75.52,1139579
10,78.4,1333634
11,81,1481465
12,82.72,1611601
13,84.08,1739709
14,84.72,1854289
15,84.76,1946541
16,84.32,1990554
17,83.88,2006758
18,82.24,1970832
19,80.08,1875028
20,77.4,1830856
21,75.8,1770097
22,74.76,1581210
23,74.2,1375284
24,73.6,1181789
1,73.52,1020644
2,72.4,934055
3,71.64,885940
4,71.04,855380
5,70.32,850639
6,69.4,924045
7,68.88,1079903
8,68.64,1111687
9,68.84,1069195
10,70.08,1071038
11,71.96,1101008
12,73.8,1133740
13,74.92,1171580
14,75.64,1203570
15,76.12,1214681
16,76.08,1230517
17,75.72,1260968
18,75.04,1296550
19,73.72,1308254
20,72.12,1349690
21,70.88,1350360
22,70.48,1234874
23,69.64,1069565
24,69.16,910122
1,69.16,789354
2,68.44,729829
3,68.28,698833
4,68.04,691260
5,67.76,704783
6,67.48,798171
7,67.12,980711
8,67.28,1012685
9,68.32,979429
10,71.6,1013215
11,74.44,1071941
12,76.56,1137613
13,78.16,1205609
14,78.76,1261636
15,79.04,1288893
16,78.68,1314183
17,78.12,1345692
18,77.6,1378344
19,76.04,1399564
20,74.48,1453235
21,73.84,1446090
22,72.84,1321784
23,72.24,1152007
24,71.68,983080
1,71.28,856404
2,70.8,789251
3,70.04,754786
4,69.64,740986
5,69.12,752398
6,68.88,840514
7,68.56,1019681
8,68.24,1065065
9,68.52,1030544
10,70.04,1047174
11,71.72,1083612
12,73.4,1119046
13,74.92,1142855
14,75.56,1167202
15,76.2,1196192
16,76.2,1237901
17,76.52,1290064
18,75.76,1336763
19,74.52,1356225
20,72.32,1407744
21,70.64,1393634
22,69.8,1264779
23,69,1114378
24,68.48,944116
1,67.68,811283
2,66.8,747829
3,66.44,712788
4,66.08,701542
5,65.52,710615
6,64.88,799066
7,64.48,977624
8,64.28,1021250
9,65.68,983219
10,68.88,998097
11,71.8,1034130
12,74.6,1073617
13,76.12,1119384
14,77.28,1160365
15,77.52,1190736
16,77.88,1226938
17,77.56,1280472
18,76.56,1319357
19,74.6,1321195
20,72.24,1374102
21,70.88,1368346
22,70.36,1245203
23,69.32,1089167
24,68.68,927523
1,68.4,797024
2,67.52,729642
3,66.96,693559
4,66.16,681713
5,65.76,693341
6,65.36,784692
7,65.08,966295
8,65.36,1012174
9,67.48,981134
10,71.48,1015754
11,75.12,1086258
12,77.56,1174600
13,79.12,1275507
14,80.2,1371370
15,80.88,1452982
16,80.6,1511485
17,80.32,1549614
18,79.24,1546618
19,76.84,1483245
20,74.44,1461162
21,72.68,1416904
22,71.76,1296654
23,70.88,1178479
24,70.2,1032371
1,69.56,892557
2,68.8,811402
3,67.92,761987
4,67.52,736934
5,67.16,728056
6,67.2,748435
7,67.04,811064
8,66.68,884915
9,69.12,981090
10,73.64,1091895
11,77.48,1209335
12,80.16,1350822
13,82.04,1502225
14,82.88,1634070
15,83.56,1747653
16,84.28,1822427
17,83.84,1861253
18,82.64,1849084
19,79.88,1739803
20,76.2,1653144
21,74.32,1571462
22,72.68,1416969
23,71.52,1256961
24,70.56,1087154
1,69.72,940827
2,68.68,845618
3,68.12,787532
4,67.88,752161
5,67.32,733911
6,67.12,740613
7,66.52,780483
8,66.76,848369
9,70.08,985458
10,74.92,1154165
11,78.88,1308262
12,80.84,1461363
13,82.16,1620394
14,83.24,1748924
15,83.92,1827581
16,84.04,1830488
17,83.84,1849837
18,82.92,1885723
19,79.96,1805694
20,76.96,1761213
21,75.12,1691281
22,73.84,1495031
23,72.72,1288909
24,71.8,1092759
1,71.16,933355
2,70.36,854789
3,69.32,806994
4,68.68,780902
5,68.16,781517
6,68.04,861780
7,67.32,1030472
8,67.92,1069862
9,71.68,1064318
10,76.72,1155459
11,79.76,1290868
12,81.84,1440210
13,83.24,1588262
14,84.52,1708957
15,85,1800819
16,84.68,1864216
17,84.68,1907987
18,83.2,1916690
19,80.28,1849332
20,77.36,1817702
21,76.4,1743066
22,75.56,1560359
23,74.48,1348940
24,73.48,1153317
1,72.44,997077
2,71.36,905702
3,71.24,843653
4,70.2,808438
5,69.96,811438
6,70.12,888415
7,69.36,1062927
8,69.56,1095623
9,73.32,1078785
10,77.12,1163786
11,80.36,1295895
12,82.2,1443501
13,81.88,1569176
14,81.76,1634367
15,81.2,1636363
16,80.6,1633607
17,77.44,1620207
18,76.56,1594632
19,74.88,1551797
20,73.36,1549522
21,72.88,1495575
22,72.04,1353651
23,71.64,1176749
24,70.72,1007683
1,70.44,874249
2,70.32,808097
3,69.88,773229
4,69.56,755895
5,69.48,765183
6,69.64,851963
7,69.08,1040425
8,69.48,1085558
9,71.76,1056539
10,74.64,1104829
11,77.64,1199349
12,79.76,1316635
13,81.24,1449816
14,82.76,1577107
15,83.16,1675609
16,83.36,1752546
17,83.04,1788768
18,82.12,1840573
19,79.08,1774438
20,76.44,1749536
21,75.36,1681293
22,74.64,1513716
23,73.76,1317631
24,72.56,1111904
1,72.2,951694
2,71.04,869196
3,70.28,813654
4,69.84,790049
5,69.16,791638
6,69.08,877851
7,68.84,1058908
8,69.08,1097849
9,71.52,1077642
10,74.84,1138510
11,77.24,1243245
12,80.04,1368651
13,81.16,1493287
14,82.2,1590673
15,82.64,1656111
16,82.4,1709179
17,81.68,1727196
18,80.12,1715687
19,77.8,1664043
20,75.92,1671039
21,74.84,1601264
22,74,1451288
23,73.04,1266445
24,72.24,1088565
1,71.84,936142
2,71.6,855238
3,71,810165
4,70.84,790211
5,70.56,798830
6,70.4,877709
7,70.08,1044817
8,70.36,1105882
9,71.24,1098692
10,73.12,1135458
11,75.52,1190551
12,77.72,1253322
13,79.2,1320123
14,80.16,1387128
15,80,1437663
16,79.88,1452004
17,79.6,1475734
18,79.08,1486047
19,77.4,1473808
20,76.04,1490002
21,75.28,1441805
22,74.36,1343003
23,73.8,1231084
24,73.12,1094908
1,72.8,963539
2,72.24,873994
3,72.12,824151
4,72,796373
5,72.2,796225
6,72.08,819951
7,71.76,881833
8,71.84,965772
9,73.36,1081801
10,75.12,1200597
11,77,1293330
12,78.2,1363368
13,79.32,1419137
14,79.4,1470089
15,79.4,1511515
16,78.8,1540923
17,78.4,1544763
18,77.36,1518935
19,76.2,1482963
20,74.92,1482723
21,74.4,1421116
22,73.84,1317377
23,73.24,1204553
24,73.04,1084627
1,72.96,956662
2,72.44,880319
3,72.08,831753
4,71.88,807418
5,72.04,799073
6,72,813024
7,71.8,861489
8,72,947974
9,73.8,1085359
10,75.64,1218435
11,76.96,1290519
12,78.76,1343838
13,79.32,1394803
14,79.52,1432879
15,80,1465288
16,79.72,1475162
17,78.8,1498017
18,78.24,1514929
19,76.88,1511044
20,76.08,1549904
21,75.28,1515801
22,74.96,1387540
23,74.48,1234779
24,74.56,1076891
1,74.48,949077
2,73.72,874930
3,73.68,841841
4,73.32,827018
5,72.96,836770
6,72.68,912140
7,72.8,1074075
8,73.12,1141210
9,74.36,1154052
10,76.6,1237679
11,78.48,1355103
12,80.08,1470094
13,81.04,1570215
14,82.04,1647826
15,82.56,1705609
16,82.44,1759674
17,81.72,1810298
18,81.04,1827287
19,79.52,1788125
20,77.56,1799105
21,76.6,1724449
22,76.16,1562821
23,75.84,1370687
24,75.16,1181500
1,75,1032949
2,74.44,948504
3,74.52,903157
4,74.32,886439
5,74.04,894259
6,73.76,979179
7,73.52,1161015
8,73.72,1203702
9,75.2,1187120
10,77.8,1273217
11,80.88,1398847
12,82.56,1532037
13,83.72,1645057
14,83.88,1681505
15,83.76,1698433
16,83.08,1716233
17,82.44,1756825
18,81.32,1774935
19,79.24,1734414
20,76.96,1742474
21,75.56,1679667
22,74.84,1516422
23,74.52,1314327
24,73.32,1123296
1,72.48,964431
2,71.04,890774
3,70.08,839235
4,68.96,812313
5,67.2,805660
6,65.16,866744
7,62.84,1020752
8,61.24,1037296
9,63.56,984615
10,65.6,994488
11,68.52,1023566
12,71.16,1053194
13,73.28,1095735
14,74.8,1145799
15,76.44,1205081
16,77.08,1275774
17,77.08,1339374
18,75.76,1362126
19,71.04,1316335
20,65.96,1325258
21,63.56,1283977
22,61.72,1150747
23,60.36,991618
24,59.48,834297
1,59.56,722016
2,58.52,672167
3,57.72,647635
4,56.72,643151
5,57.16,667798
6,57.08,775720
7,57.04,973682
8,57.64,1013586
9,63.08,976302
10,68.16,975363
11,73.08,987632
12,76.64,1006172
13,78.32,1042575
14,79.36,1096582
15,80.4,1164836
16,80.36,1246808
17,80.2,1320361
18,78.44,1353682
19,74.72,1331789
20,71.48,1376116
21,69.56,1328365
22,68.68,1205131
23,67.52,1055598
24,66.76,898754
1,66.2,781209
2,66.36,714003
3,65.72,680049
4,65.6,667043
5,65.56,678562
6,65.84,758878
7,65.24,904785
8,64.76,963037
9,67.96,971657
10,71.88,1014645
11,76.16,1069724
12,78.2,1125280
13,79.44,1180718
14,80.24,1226369
15,80.72,1262045
16,81.2,1313944
17,81.32,1386292
18,80.2,1423026
19,76.64,1376590
20,73.24,1367257
21,70.88,1298453
22,69.04,1184712
23,67.96,1064335
24,67.04,932510
1,66.32,807256
2,65.6,735008
3,64.68,691185
4,64.28,671769
5,63.88,670658
6,63.44,696434
7,62.8,758435
8,62.24,836366
9,65.12,935638
10,68.72,1030497
11,73.56,1097276
12,76.36,1164053
13,78.6,1246206
14,79.72,1326997
15,80.08,1392994
16,80.04,1437655
17,79.36,1462939
18,78.2,1447538
19,74.76,1366508
20,71.12,1361413
21,69.76,1292622
22,68.88,1177779
23,68.04,1052739
24,67.2,929633
1,66.24,810908
2,65.28,733722
3,64.4,688399
4,63.8,666297
5,62.96,659299
6,62.6,675356
7,62.04,723228
8,61.8,794803
9,64.92,916599
10,69.52,1030934
11,73.56,1096714
12,76,1158894
13,77.28,1245125
14,78.52,1318399
15,78.84,1379913
16,79.12,1421976
17,78.56,1444305
18,76.96,1435971
19,73.84,1392304
20,70.28,1440087
21,68.64,1374141
22,67.36,1222538
23,66.2,1049122
24,65.6,884937
1,65.12,759935
2,64.68,700124
3,63.12,670686
4,62.56,659862
5,62.04,677678
6,62.04,773428
7,61.44,962533
8,61.68,1014265
9,65.48,988388
10,70.8,1012288
11,75.36,1064502
12,77.76,1113070
13,79.2,1182717
14,80.28,1246717
15,80.76,1291473
16,80.92,1348188
17,80.68,1407491
18,79.12,1442483
19,75.36,1435360
20,71.48,1485057
21,69.52,1416195
22,68.4,1268473
23,66.8,1088271
24,65.64,910915
1,65.16,781273
2,64.52,720975
3,63.92,689111
4,63.52,677210
5,62.84,693847
6,62.08,783709
7,61.28,971964
8,61.28,1014221
9,65.6,980915
10,71.2,1011501
11,76.28,1076423
12,78.96,1155273
13,80.64,1251473
14,81.44,1344810
15,82.64,1432577
16,82.44,1507282
17,82.04,1561134
18,80.4,1568386
19,75.56,1509412
20,71.44,1519606
21,69.48,1436136
22,68,1275698
23,67,1086252
24,66.32,916985
1,65.56,788629
2,65.44,726559
3,64.96,693929
4,64.72,684406
5,64.68,700418
6,64.28,794232
7,63.92,979692
8,64.16,1025908
9,67.84,992358
10,72.2,1033551
11,76.44,1102631
12,79.92,1185145
13,82.32,1289713
14,83.72,1387165
15,84.36,1483677
16,84.48,1561889
17,83.64,1618298
18,81.76,1625104
19,76.76,1557825
20,73.08,1563189
21,71.32,1484030
22,70.44,1330165
23,69.56,1148976
24,69.08,971851
1,69,844970
2,68.48,776653
3,67.68,741441
4,67.2,727025
5,66.32,733095
6,65.32,820551
7,64.08,1001881
8,63.44,1043333
9,66.56,1011465
10,70.08,1042243
11,74.44,1096868
12,77.4,1169088
13,79.28,1255553
14,80.72,1344418
15,81.4,1415674
16,81.16,1476522
17,80.96,1520391
18,79.4,1513120
19,73.56,1442329
20,68,1448883
21,65.28,1356589
22,64.36,1209119
23,62.68,1040463
24,61.4,873644
1,61.12,749997
2,59.4,689063
3,58.48,659397
4,57.92,651202
5,57.8,669404
6,57.44,767591
7,56.8,955508
8,56.76,1014628
9,62.4,984497
10,69.4,991530
11,75.48,1018168
12,79.28,1061612
13,81.4,1136001
14,83,1237181
15,83.72,1351810
16,84.16,1457371
17,83.72,1532226
18,81.8,1540728
19,76.52,1448073
20,72.52,1413898
21,70.32,1306356
22,68.52,1183083
23,67.04,1062182
24,66.2,924285
1,66.08,804916
2,65.04,732542
3,64.36,691005
4,64.2,668739
5,64.24,668350
6,64.08,700281
7,63.44,768545
8,63.6,851944
9,68.44,953903
10,73.6,1053539
11,78.44,1140199
12,81.32,1237745
13,82.36,1333624
14,83,1413320
15,83.16,1483270
16,83.16,1537699
17,82.08,1557829
18,80.8,1532551
19,78,1477080
20,75.6,1487912
21,74.28,1406550
22,73.6,1290581
23,73.08,1166077
24,71.96,1037868
1,71.64,911133
2,70.88,789166.5
3,70,734037
4,69.6,718616
5,69.52,721450
6,69,746709
7,68.72,814187
8,71.16,946918
9,74.24,1125834
10,77.44,1265647
11,79.52,1365071
12,80.8,1450974
13,81.64,1522773
14,81.64,1563437
15,81.12,1565971
16,80.72,1554497
17,79.2,1546091
18,76.8,1536543
19,74.88,1597681
20,73.88,1529819
21,73.08,1409258
22,72.08,1257003
23,71.08,1088078
24,70.64,942057
1,69.84,840533
2,69.64,779591
3,68.88,746943
4,68.4,735197
5,68.24,749435
6,67.88,845002
7,67.96,1027510
8,70.72,1076797
9,74.12,1137074
10,77.56,1240514
11,79.2,1354644
12,80.6,1455895
13,81.2,1529923
14,81.16,1561801
15,80.84,1566902
16,80.04,1551756
17,78.52,1539071
18,76.24,1554096
19,74.2,1649498
20,73.16,1593447
21,73,1468906
22,72.08,1326750
23,71.88,1153018
24,71.72,994118
1,70.84,885888
2,70.72,823566
3,69.96,792515
4,69.76,782372
5,69.64,796207
6,69.84,895867
7,70.12,1085598
8,71.2,1128795
9,72.72,1145744
10,74.64,1180850
11,75.92,1220332
12,77,1256653
13,77.72,1286370
14,77.84,1286821
15,77.44,1286120
16,76.4,1299494
17,75.04,1337491
18,73.96,1421659
19,73.04,1527676
20,72.52,1499280
21,71.88,1404668
22,70.48,1250396
23,69.32,1084329
24,68.04,924546
1,66.32,805806
2,65.08,742464
3,63.88,705332
4,63.28,690994
5,62.64,706956
6,62.12,806737
7,61.68,998916
8,63.4,1022149
9,65.8,1021055
10,68.8,1051810
11,71.36,1090974
12,72.92,1134614
13,74.64,1181524
14,75.8,1228673
15,76.36,1263578
16,75.8,1286318
17,74.12,1290634
18,69.44,1285954
19,65.4,1360855
20,63.48,1306314
21,62.04,1206913
22,60.68,1088889
23,59.28,946157
24,58.8,807301
1,57.96,716358
2,57.28,676597
3,57.4,660993
4,57.16,661550
5,57.24,694407
6,57.4,821906
7,58.28,1031166
8,64.04,1054592
9,69.72,1010126
10,74.68,1006729
11,77.6,1034793
12,79.12,1079479
13,80.04,1137376
14,80.56,1201677
15,80.76,1253558
16,80.2,1292615
17,78.28,1313365
18,75.2,1319910
19,72.8,1420624
20,71.72,1392562
21,70.72,1295966
22,69.72,1180957
23,69.24,1028298
24,68.64,875869
1,68.24,767128
2,66.84,714039
3,66.88,686227
4,66.76,676474
5,66.8,696343
6,66.28,802389
7,66.12,987802
8,68.6,1025715
9,72,1036590
10,76.16,1094920
11,78.88,1173417
12,80.56,1256465
13,81.32,1331778
14,81.72,1397785
15,81.24,1427959
16,80.48,1433068
17,79.04,1426207
18,76.24,1398325
19,74.2,1389803
20,72.96,1282485
21,72.28,1209662
22,71.16,1139001
23,70.28,1049225
24,69.8,933924
1,68.92,826188
2,68.48,762931
3,68.2,724439
4,67.48,708179
5,67.2,708069
6,66.92,736369
7,66.92,801217
8,69.12,904483
9,72.4,1047811
10,76.6,1172548
11,79,1276662
12,80.48,1360573
13,81.76,1434983
14,82.2,1485063
15,82.2,1525638
16,81.48,1532306
17,79.48,1488292
18,76.12,1436851
19,73.76,1464309
20,72.36,1390190
21,71.4,1282355
22,70.08,1174867
23,69.16,1055688
24,68.44,930570
1,66.76,824218
2,65.96,754751
3,65.8,713849
4,65.56,693314
5,65.36,688899
6,65.08,706361
7,65.04,755364
8,67.48,869887
9,70.88,1039152
10,75.52,1167404
11,78.36,1257283
12,79.72,1342595
13,81.6,1439774
14,82.04,1507563
15,82.2,1539860
16,81.72,1540010
17,80.2,1523037
18,76.72,1498923
19,74.36,1561874
20,73.08,1501427
21,72.44,1386220
22,71.64,1247245
23,71.32,1086594
24,71.16,939502
1,70.64,824977
2,70,766495
3,69.92,737068
4,69.84,732911
5,70.12,756601
6,70.24,862527
7,70.08,1055795
8,71.36,1111269
9,74.08,1139697
10,76.68,1203212
11,78.24,1289035
12,79.68,1364124
13,81.32,1422153
14,82.08,1468668
15,82.36,1515969
16,82.12,1550995
17,81.12,1563253
18,77.8,1572325
19,75.88,1675376
20,75.04,1620075
21,74.48,1500851
22,73.44,1360758
23,73.4,1186479
24,73.16,1025207
1,72.76,904071
2,72.48,844572
3,72.56,812773
4,72.36,802717
5,72.36,822516
6,72.32,925982
7,72,1116683
8,73.72,1169859
9,76.36,1217930
10,79.68,1322015
11,81.4,1447205
12,82.4,1565641
13,83.36,1659936
14,82.88,1692452
15,82.72,1641618
16,81.96,1623802
17,79.96,1616942
18,77.88,1639237
19,76.64,1733029
20,75.92,1673345
21,75.76,1555156
22,75.48,1411069
23,75.04,1242217
24,75.08,1089357
1,74.6,966830
2,74.08,907441
3,73.84,872191
4,73.48,855046
5,73.44,858109
6,73.4,952347
7,73.56,1139220
8,74.4,1182667
9,76.6,1220511
10,79.28,1324003
11,81.24,1442558
12,82.72,1561626
13,83.36,1670674
14,83.24,1731743
15,83.2,1754479
16,81.2,1751263
17,79.68,1716814
18,77.16,1695116
19,75.76,1740491
20,75.24,1664341
21,74.88,1541570
22,74.04,1394079
23,73.8,1221157
24,73.84,1054878
1,73.48,921227
2,72.72,847653
3,72.48,811867
4,72.48,798827
5,72.32,811182
6,72.04,911237
7,71.92,1096944
8,72.92,1148094
9,74.12,1159452
10,76.72,1232955
11,79.32,1343684
12,80.84,1474256
13,80.72,1588175
14,81.48,1665102
15,81.16,1704171
16,81.12,1709160
17,79.16,1687727
18,76.88,1673706
19,74.68,1748774
20,73.76,1672941
21,72.8,1537247
22,72.2,1392176
23,71.64,1212627
24,71.32,1038979
1,70.6,904975
2,70.08,831948
3,69.6,789697
4,69.72,771021
5,69.48,781183
6,69.04,873191
7,68.96,1057349
8,70.28,1109565
9,73.08,1145289
10,76.68,1226102
11,79.8,1348533
12,81.4,1480731
13,82.2,1599313
14,83.24,1688074
15,83.64,1749553
16,83.68,1776726
17,81.8,1751926
18,78.24,1689958
19,75.92,1696961
20,74.4,1571067
21,73.56,1446982
22,72.8,1322838
23,72.04,1194123
24,71.28,1057683
1,70.44,930135
2,69.72,840905
3,69.36,792371
4,69.12,767524
5,69.28,763501
6,68.96,791926
7,68.92,854757
8,70.32,958166
9,72.72,1116323
10,75.96,1268295
11,78.96,1410795
12,80.28,1543008
13,81.28,1640414
14,81.72,1698437
